1,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500
2,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500
3,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500
4,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500
5,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,100,13500,13500
6,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,100,13500,13500
7,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,8,13500,13500
8,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,100,13500,13500
9,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,8,13500,13500
10,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,5,13500,13500
11,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,5,13500,13500
12,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,100,13500,5,13500,13500
13,13500,13500,13500,13500,13500,13500,13500,13500,100,13500,100,13500,5,13500,13500
14,13500,100,13500,13500,13500,13500,13500,13500,100,13500,8,13500,5,13500,13500
15,13500,100,13500,13500,13500,100,13500,13500,8,13500,100,13500,8,13500,13500
16,13500,8,13500,13500,13500,100,13500,13500,100,13500,8,13500,8,13500,13500
17,13500,100,13500,13500,13500,8,13500,13500,8,13500,5,13500,8,13500,13500
18,13500,8,13500,13500,13500,100,13500,13500,5,13500,5,13500,100,13500,13500
19,13500,5,13500,13500,13500,8,13500,13500,5,13500,5,13500,13500,13500,13500
20,13500,5,13500,13500,13500,5,13500,13500,5,13500,5,13500,13500,13500,13500
21,13500,5,13500,13500,13500,5,13500,13500,5,13500,5,13500,13500,13500,13500
22,13500,5,13500,13500,13500,5,13500,13500,5,13500,8,13500,13500,13500,13500
23,13500,5,13500,13500,13500,5,13500,13500,8,13500,8,13500,13500,13500,13500
24,13500,8,13500,13500,13500,5,13500,13500,8,13500,8,13500,13500,13500,13500
25,13500,8,13500,13500,13500,8,13500,13500,8,13500,100,13500,13500,13500,13500
26,13500,8,13500,13500,13500,8,13500,13500,100,13500,13500,13500,13500,13500,13500
27,13500,100,13500,13500,13500,8,13500,13500,13500,13500,13500,13500,13500,13500,13500
28,13500,13500,13500,100,13500,100,13500,13500,13500,13500,13500,13500,13500,13500,13500
29,13500,13500,13500,100,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500
30,13500,13500,13500,8,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500
31,13500,13500,13500,100,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500
32,13500,13500,13500,8,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500
33,13500,13500,13500,5,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500
34,13500,13500,13500,5,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500
35,13500,13500,13500,5,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500
36,13500,13500,13500,5,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500
37,13500,13500,13500,5,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500
38,13500,13500,13500,8,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500
39,13500,13500,13500,8,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500
40,13500,13500,13500,8,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500
41,13500,13500,13500,100,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500
42,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500
