738 738
1172 17662
8 1364
7 1445
22 4078
4 1476
4 1538
2 45
12 1668
1 1
1 1
1 1
1 1
1 1
4 1995
3 1987
3 2222
4 2237
5 1308
5 1308
2 9
3 9
2 15
2 15
1 1 
1 1 
1 1 
1 1 
1 1 
1 1 
1 1 
1 1 
1 1 
1 1 
1 1 
1 1 
1 1 
1 1 
1 1 
1 1 
1 1 
1 1 
17663 17663

