1634 1634
8 13072
16 4049
750 1233
268 935
2 5
1 1
1 1
4 1734
1 1
1 1
1 1
1 1
5 1856
125 11456
1 1
1 1
1 1
1 1
1 1
1 1
1 1
1 1
13072 13072
